subway_name,latitude,longitude
莲花桥,39.8964009470558,116.30430639901311
六里桥,39.87907000500202,116.29668513819047
新宫,39.8108816933961,116.35939938823124
西红门,39.78828828869379,116.32263604985312
高米店北,39.772076066507225,116.32472540818377
高米店南,39.76211339902089,116.3256579265681
枣园,39.75228272927027,116.32585183397072
清源路,39.74136124083589,116.32638841511152
黄村西大街,39.730075923467226,116.32649686940496
黄村火车站,39.72164402065545,116.32645510616666
义和庄,39.711223482066025,116.31292600343276
生物医药基地,39.68533402033443,116.31616205006084
天宫院,39.668942031780965,116.31384117272025
西二旗,40.05191597288203,116.30671089993741
朱辛庄,40.103044112922184,116.30749472752449
立水桥,40.05163279735245,116.40615318235318
霍营,40.07063576286542,116.35391924114315
回龙观,40.0694514674507,116.33009358310468
龙泽,40.069501325828035,116.31345674016293
西二旗,40.051576692025336,116.30005193442088
上地,40.031679284249414,116.31407313762512
育知路,40.08649437777958,116.32119689171232
平西府,40.088828056839056,116.34439863148718
回龙观东大街,40.079738555366674,116.35702252800056
四惠东,39.90730814018665,116.5094179585393
四惠,39.90755402376368,116.48943898877766
大望路,39.9073131958861,116.46969716735711
国贸,39.90717369128916,116.45395120341657
永安里,39.90719920485314,116.44428365274989
建国门,39.907226599480225,116.42903121360841
东单,39.906884323942776,116.41184019849574
王府井,39.90670770870231,116.40517911414727
天安门东,39.90638700417859,116.39532119432484
天安门西,39.90607855214661,116.3854246329206
西单,39.905934133771424,116.3707067125273
复兴门,39.9058730723916,116.35096589550278
南礼士路,39.905897327005476,116.34643873736428
木樨地,39.9061415848303,116.3313195110917
军事博物馆,39.90639240320511,116.31574416439163
公主坟,39.90621927610504,116.30400203951143
万寿路,39.90622220595174,116.28906889056475
五棵松,39.90626702675603,116.26801091486325
玉泉路,39.90625008925613,116.2470071939409
八宝山,39.90621781635073,116.2296794953281
八角游乐园,39.90616096980999,116.20661260347188
古城,39.90616221762126,116.18447268780587
苹果园,39.92485599563487,116.17149150908158
鼓楼大家,39.94757202999116,116.38735146060533
安定门,39.947779004043376,116.40201733079529
雍和宫,39.94702169449124,116.41034571889118
东直门,39.94001731092852,116.42754488182821
东四十条,39.93227825242069,116.42799970006664
朝阳门,39.92322505351942,116.42759310280132
建国门,39.907226599480225,116.42903121360841
北京站,39.90368359271101,116.4209145918114
崇文门,39.89894502923771,116.41234469810607
前门,39.89872878269477,116.39171443552578
和平门,39.89868446425262,116.37795975048739
宣武门,39.89833824719164,116.36811096295916
长椿街,39.898077796637736,116.35717644776986
复兴门,39.9058730723916,116.35096589550278
阜成门,39.922374964623366,116.35003489539903
车公庄,39.931388875187764,116.34968902309855
西直门,39.93894089129317,116.34921568973142
安和桥北,40.01108804938742,116.26401305608712
北宫门,40.00108177950287,116.27153065701064
西苑,39.997138971347134,116.28464081304875
圆明园,39.99821559684049,116.30340073884594
北京大学东门,39.99082253766918,116.30961726054565
中关村,39.9827854489035,116.31037859038939
海淀黄庄,39.97471933468877,116.3116797126962
人民大学,39.96567472761634,116.3153565714418
魏公村,39.95643975925539,116.31710176419821
国家图书馆,39.94181131748846,116.3191988118732
动物园,39.9369571802978,116.33244406405016
西直门,39.93894089129317,116.34921568973142
新街口,39.93922015390392,116.36145013309341
平安里,39.931332662915466,116.36525140063678
西四,39.922572699990695,116.3672277573213
灵境胡同,39.91470368947133,116.36752635695859
西单,39.905834393279164,116.3676835760654
宣武门,39.89833824719164,116.36811096295916
菜市口,39.88793102486116,116.36829374738652
陶然亭,39.87716565884598,116.36819424796359
北京南站,39.863462603735115,116.37278280425956
马家堡,39.85183052593465,116.36517362897938
角门西,39.84452533421805,116.36486400381398
公益西桥,39.83573418268332,116.36461747848497
新宫,39.81107876611814,116.35935280793032
西红门,39.78847916502136,116.32243847053667
高米店北,39.77264210766508,116.32458472788679
高米店南,39.76206212373051,116.32564063167736
枣园,39.75208008261737,116.32620848154409
清源路,39.74137024323171,116.32622688227173
黄村西大街,39.7304261701499,116.3262345363679
黄村火车站,39.7213627882176,116.32669531635756
义和庄,39.71127122289623,116.31286131611813
生物医药基地,39.68524016631871,116.31563911131597
天宫院,39.66902532220465,116.3137942904246
